MainIsland,Region,Province,LegislativeDistrict,Municipality,DistrictEngineeringOffice,ProjectId,ProjectName,TypeOfWork,FundingYear,ContractId,ApprovedBudgetForContract,ContractCost,ActualCompletionDate,Contractor,ContractorCount,StartDate,ProjectLatitude,ProjectLongitude,ProvincialCapital,ProvincialCapitalLatitude,ProvincialCapitalLongitude
Luzon,Region I,Ilocos Sur,ILOCOS SUR (FIRST LEGISLATIVE DISTRICT),SAN JUAN (LAPOG) (ILOCOS SUR),Ilocos Sur 1st District Engineering Office,P00844711LZ,"Construction of Seawall, San Juan, Ilocos Sur",Construction of Flood Mitigation Structure,2024,24AC0046,4.9E7,4.88998249E7,2024-12-16,FIT CONSTRUCTION,1,2024-05-13,17.752225,120.43111,Vigan City,17.5747,120.3869
Luzon,Region I,Ilocos Sur,ILOCOS SUR (SECOND LEGISLATIVE DISTRICT),SAN ESTEBAN (ILOCOS SUR),Ilocos Sur 2nd District Engineering Office,P00824650LZ,"Construction of San Esteban Flood Control, San Esteban, Ilocos Sur",Construction of Flood Mitigation Structure,2024,24AD0035,2.94E7,2.939948008E7,2024-09-13,MRK-SQUARE CONSTRUCTION AND SUPPLY,1,2024-03-06,17.31194,120.47027,Vigan City,17.5747,120.3869
Luzon,Region I,Ilocos Norte,ILOCOS NORTE (SECOND LEGISLATIVE DISTRICT),BADOC (ILOCOS NORTE),Ilocos Norte 2nd District Engineering Office,P00848604LZ,"Construction of Flood Control Structure along Badoc River, Barangay Mabusag Sur, Badoc, Ilocos Norte",Construction of Flood Mitigation Structure,2024,24A00424,5.346E7,5.345999532E7,2024-11-30,"BADOC BUILDERS & SUPPLY, INC. (FORMERLY: BADOC BUILDER & SUPPLY",1,2024-05-03,17.927309,120.49084,Laoag City,18.1978,120.592
Luzon,Region I,Ilocos Norte,ILOCOS NORTE (FIRST LEGISLATIVE DISTRICT),VINTAR (ILOCOS NORTE),Ilocos Norte 1st District Engineering Office,P00820679LZ,"Construction of Flood Control Structure along Bislak River, Downstream Bridge, Barangay San Ramon, Vintar, Ilocos Norte",Construction of Flood Mitigation Structure,2024,24AA0119,2.449991315E7,2.449991002E7,2024-08-14,HEKLER BUILDERS CORP.,1,2024-02-27,18.236678,120.644013,Laoag City,18.1978,120.592
Luzon,Region I,Ilocos Norte,ILOCOS NORTE (FIRST LEGISLATIVE DISTRICT),LAOAG CITY (CAPITAL) (ILOCOS NORTE),Ilocos Norte 1st District Engineering Office,P00838488LZ,"Construction of Lined Canal, Barangay 27 Nuestra Senora de Soledad, Laoag City, Ilocos Norte",Construction of Drainage Structure,2024,24AA0208,4899792.29,4899791.75,2024-05-15,TMT CONSTRUCTION,1,2024-02-12,18.195452,120.60745,Laoag City,18.1978,120.592
Luzon,Region I,Ilocos Norte,ILOCOS NORTE (FIRST LEGISLATIVE DISTRICT),LAOAG CITY (CAPITAL) (ILOCOS NORTE),Ilocos Norte 1st District Engineering Office,P00838489LZ,"Construction of Lined Canal, Barangay 53 Rioeng, Laoag City, Ilocos Norte",Construction of Drainage Structure,2024,24AA0209,4899839.02,4899838.8,2024-04-22,KRB CONSTRUCTION,1,2024-03-01,18.177705,120.6621508,Laoag City,18.1978,120.592
Luzon,Region I,Ilocos Norte,ILOCOS NORTE (FIRST LEGISLATIVE DISTRICT),LAOAG CITY (CAPITAL) (ILOCOS NORTE),Ilocos Norte 1st District Engineering Office,P00821464LZ,"Construction of Flood Mititgation Structure along Laoag River Basin Buttong Creek, Barangay Buttong, Laoag City, Ilocos Norte",Construction of Flood Mitigation Structure,2024,24AA0131,9799199.31,9799193.74,2024-05-27,MEGAPOLITAN BUILDERS AND CONSTRUCTION SUPPLY,1,2024-03-04,18.182874,120.572966,Laoag City,18.1978,120.592
Luzon,Region I,Ilocos Norte,ILOCOS NORTE (FIRST LEGISLATIVE DISTRICT),LAOAG CITY (CAPITAL) (ILOCOS NORTE),Ilocos Norte 1st District Engineering Office,P00825209LZ,"Construction of Flood Mitigation Structure along Laoag River Basin, Buttong Creek, Barangay Buttong, Laoag City, Ilocos Norte (Phase 2)",Construction of Flood Mitigation Structure,2024,24AA0132,9649127.11,9649102.48,2024-04-18,RCD GEN. CONTRACTOR & CONSTRUCTION SUPPLY,1,2024-03-04,18.182739,120.572179,Laoag City,18.1978,120.592
Luzon,Region I,Ilocos Norte,ILOCOS NORTE (FIRST LEGISLATIVE DISTRICT),LAOAG CITY (CAPITAL) (ILOCOS NORTE),Ilocos Norte 1st District Engineering Office,P00839543LZ,"Rehabilitation of Lined Canal, Barangay 4 San Guillermo, Laoag City, Ilocos Norte",Rehabilitation / Major Repair of Drainage Structure,2024,24AA0257,4949545.2,4949545.05,2024-05-15,CAMBONG-BUILDERS INDUSTRIAL FACILITIES CONSTRUCTION,1,2024-03-14,18.202144,120.589453,Laoag City,18.1978,120.592
Luzon,Region I,Ilocos Norte,ILOCOS NORTE (FIRST LEGISLATIVE DISTRICT),LAOAG CITY (CAPITAL) (ILOCOS NORTE),Ilocos Norte 1st District Engineering Office,P00845884LZ,"Construction of Drainage Canal along Sitio Binasay, Brgy. 40 Balatong, Laoag City, Ilocos Norte",Construction of Drainage Structure,2024,24AA0370,4949913.57,4949900.42,2024-09-08,ZEDIK BUILDERS,1,2024-06-07,18.159463,120.551139,Laoag City,18.1978,120.592
Luzon,Region I,Ilocos Norte,ILOCOS NORTE (SECOND LEGISLATIVE DISTRICT),BANNA (ESPIRITU) (ILOCOS NORTE),Ilocos Norte 2nd District Engineering Office,P00820134LZ,"Construction of Flood Mitigation Structure and Drainage System along Cadaanan River, Upstream and Downstream of Cadaanan Bridge, Barangay Balioeg, Banna, Ilocos Norte",Construction of Flood Mitigation Structure,2024,24A00233,7.2375E7,7.237472565E7,2024-09-07,JLP CONSTRUCTION & SUPPLY (FORMERLY: JLP CONSTRUCT,1,2024-02-26,17.952852,120.674077,Laoag City,18.1978,120.592
Luzon,Region I,Ilocos Norte,ILOCOS NORTE (FIRST LEGISLATIVE DISTRICT),SARRAT (ILOCOS NORTE),Ilocos Norte 1st District Engineering Office,P00820684LZ,"Construction of Flood Control Structure along Padsan River, Barangay 17 San Felipe, Sarrat, Ilocos Norte (Phase 2)",Construction of Flood Mitigation Structure,2024,24AA0086,4.899992542E7,4.899992221E7,2024-06-07,NORTH TECH BUILDERS AND CONSTRUCTION SUPPLY / RED JEWEL BUILDERS,2,2024-02-13,18.124573,120.637518,Laoag City,18.1978,120.592
Luzon,Region I,Ilocos Norte,ILOCOS NORTE (FIRST LEGISLATIVE DISTRICT),SARRAT (ILOCOS NORTE),Ilocos Norte 1st District Engineering Office,P00820689LZ,"Construction of Flood Control Structure along Sarrat Padsan River Basin, Barangays San Lorenzo and San Miguel, Sarrat, Ilocos Norte",Construction of Flood Mitigation Structure,2024,24AA0091,1.959949062E7,1.95994697E7,2024-07-03,BJMJB CONSTRUCTION & SUPPLY,1,2024-02-14,18.13196,120.632839,Laoag City,18.1978,120.592
Luzon,Region I,Ilocos Norte,ILOCOS NORTE (FIRST LEGISLATIVE DISTRICT),SARRAT (ILOCOS NORTE),Ilocos Norte 1st District Engineering Office,P00820685LZ,"Construction of Flood Control Structure along Padsan River, Barangay 18 San Isidro, Sarrat, Ilocos Norte",Construction of Flood Mitigation Structure,2024,24AA0087,2.93999241E7,2.939991949E7,2024-08-13,BJMJB CONSTRUCTION & SUPPLY,1,2024-02-27,18.124755,120.636777,Laoag City,18.1978,120.592
Luzon,Region I,Ilocos Norte,ILOCOS NORTE (FIRST LEGISLATIVE DISTRICT),SARRAT (ILOCOS NORTE),Ilocos Norte 1st District Engineering Office,P00820688LZ,"Construction of Flood Control Structure along Padsan River, Barangay 21 San Marcos, Sarrat, Ilocos Norte (Phase 2)",Construction of Flood Mitigation Structure,2024,24AA0090,4.899990335E7,4.899957126E7,2024-09-24,IGWT-JAV CONSTRUCTION & DEVELOPMENT CORPORATION,1,2024-02-27,18.148655,120.674277,Laoag City,18.1978,120.592
Luzon,Region I,Ilocos Norte,ILOCOS NORTE (FIRST LEGISLATIVE DISTRICT),SARRAT (ILOCOS NORTE),Ilocos Norte 1st District Engineering Office,P00820700LZ,"Construction of Flood Mitigating Structure (River Wall Protection Upstream and Downstream), Barangay San Juan, Sarrat, Ilocos Norte",Construction of Flood Mitigation Structure,2024,24AA0103,6859906.41,6859904.93,2024-06-29,BJMJB CONSTRUCTION & SUPPLY,1,2024-02-27,18.09197,120.624374,Laoag City,18.1978,120.592
Luzon,Region I,Ilocos Norte,ILOCOS NORTE (FIRST LEGISLATIVE DISTRICT),SARRAT (ILOCOS NORTE),Ilocos Norte 1st District Engineering Office,P00820683LZ,"Construction of Flood Control Structure along Padsan River, Barangay 17 San Felipe, Sarrat, Ilocos Norte",Construction of Flood Mitigation Structure,2024,24AA0085,1.959950189E7,1.959950136E7,2024-06-25,BJMJB CONSTRUCTION & SUPPLY,1,2024-03-01,18.124896,120.636578,Laoag City,18.1978,120.592
Luzon,Region I,Ilocos Norte,ILOCOS NORTE (FIRST LEGISLATIVE DISTRICT),SARRAT (ILOCOS NORTE),Ilocos Norte 1st District Engineering Office,P00824638LZ,"Construction of Flood Mitigating Structure along Padsan River connecting Barangay 6 Tonoton, Piddig, Ilocos Norte and Barangay San Marcos, Sitio Cabuloan, Sarrat, Ilocos Norte",Construction of Flood Mitigation Structure,2024,24AA0105,4.899974589E7,4.899965383E7,2024-09-27,IGWT-JAV CONSTRUCTION & DEVELOPMENT CORPORATION,1,2024-03-01,18.148731,120.672181,Laoag City,18.1978,120.592
Luzon,Region I,Ilocos Norte,ILOCOS NORTE (FIRST LEGISLATIVE DISTRICT),SARRAT (ILOCOS NORTE),Ilocos Norte 1st District Engineering Office,P00824637LZ,"Construction of Flood Mitigating Structure (River Wall Protection Upstream and Downstream), Barangay San Pedro, Sarrat, Ilocos Norte",Construction of Flood Mitigation Structure,2024,24AA0104,4899955.25,4899952.42,2024-04-19,BJMJB CONSTRUCTION & SUPPLY,1,2024-03-04,18.090289,120.621914,Laoag City,18.1978,120.592
Luzon,Region I,Ilocos Norte,ILOCOS NORTE (FIRST LEGISLATIVE DISTRICT),SARRAT (ILOCOS NORTE),Ilocos Norte 1st District Engineering Office,P00824639LZ,"Construction of Flood Mitigating Structure along Padsan River, Barangay Santo Tomas, Sarrat, Ilocos Norte",Construction of Flood Mitigation Structure,2024,24AA0107,3.91999506E7,3.919993438E7,2024-06-07,BJMJB CONSTRUCTION & SUPPLY,1,2024-03-04,18.13363,120.644966,Laoag City,18.1978,120.592
Luzon,Region I,Ilocos Norte,ILOCOS NORTE (FIRST LEGISLATIVE DISTRICT),BACARRA (ILOCOS NORTE),Ilocos Norte 1st District Engineering Office,P00820672LZ,"Construction of Flood Control Structure along Barangay Buyon and Barangay Pasiocan, Bacarra, Ilocos Norte",Construction of Flood Mitigation Structure,2024,24AA0075,2.939987494E7,2.939986043E7,2024-04-16,BJMJB CONSTRUCTION & SUPPLY,1,2024-02-12,18.243636,120.618333,Laoag City,18.1978,120.592
Luzon,Region I,Ilocos Norte,ILOCOS NORTE (FIRST LEGISLATIVE DISTRICT),BACARRA (ILOCOS NORTE),Ilocos Norte 1st District Engineering Office,P00820706LZ,"Rehabilitation of Flood Control Structure along Bislak River, Barangay Cabaruan-Casilian, Bacarra, Ilocos Norte (Phase 2)",Rehabilitation / Major Repair of Flood Control Structure,2024,24AA0109,4.603913317E7,4.603912759E7,2024-08-27,BJMJB CONSTRUCTION & SUPPLY,1,2024-02-12,18.266965,120.583907,Laoag City,18.1978,120.592
Luzon,Region I,Ilocos Norte,ILOCOS NORTE (FIRST LEGISLATIVE DISTRICT),BACARRA (ILOCOS NORTE),Ilocos Norte 1st District Engineering Office,P00838486LZ,"Construction of Flood Control Structure, Barangay Teppang, Bacarra, Ilocos Norte",Construction of Flood Mitigation Structure,2024,24AA0206,9799440.4,9799416.2,2024-04-16,BJMJB CONSTRUCTION & SUPPLY,1,2024-02-13,18.275643,120.612862,Laoag City,18.1978,120.592
Luzon,Region I,Ilocos Norte,ILOCOS NORTE (FIRST LEGISLATIVE DISTRICT),BACARRA (ILOCOS NORTE),Ilocos Norte 1st District Engineering Office,P00839540LZ,"Construction of Flood Control Structure Along Bislak River, Barangay 34, Bacarra, Ilocos Norte",Construction of Flood Mitigation Structure,2024,24AA0254,4.899974296E7,4.899974013E7,2024-08-27,BJMJB CONSTRUCTION & SUPPLY,1,2024-02-13,18.26153,120.585978,Laoag City,18.1978,120.592
Luzon,Region I,Ilocos Norte,ILOCOS NORTE (FIRST LEGISLATIVE DISTRICT),BACARRA (ILOCOS NORTE),Ilocos Norte 1st District Engineering Office,P00838481LZ,"Construction of Drainage, Barangay 12, Bacarra, Ilocos Norte",Construction of Drainage Structure,2024,24AA0201,4899504.94,4899380.88,2024-05-07,CAMBONG-BUILDERS INDUSTRIAL FACILITIES CONSTRUCTION,1,2024-02-16,18.24995,120.618319,Laoag City,18.1978,120.592
Luzon,Region I,Ilocos Norte,ILOCOS NORTE (FIRST LEGISLATIVE DISTRICT),BACARRA (ILOCOS NORTE),Ilocos Norte 1st District Engineering Office,P00838484LZ,"Construction of Flood Control Structure along Sitio Kabaywasan, Barangay Bani, Bacarra, Ilocos Norte",Construction of Flood Mitigation Structure,2024,24AA0204,4899984.16,4899978.15,2024-04-13,BJMJB CONSTRUCTION & SUPPLY,1,2024-02-27,18.263152,120.5610591,Laoag City,18.1978,120.592
Luzon,Region I,Ilocos Norte,ILOCOS NORTE (FIRST LEGISLATIVE DISTRICT),BACARRA (ILOCOS NORTE),Ilocos Norte 1st District Engineering Office,P00820675LZ,"Construction of Flood Control Structure along Bislak River, Barangay Ganagan-Casilian, Bacarra, Ilocos Norte",Construction of Flood Mitigation Structure,2024,24AA0078,2.939993206E7,2.939992582E7,2024-04-16,ZEDIK BUILDERS,1,2024-02-29,18.255849,120.583507,Laoag City,18.1978,120.592
Luzon,Region I,Ilocos Norte,ILOCOS NORTE (FIRST LEGISLATIVE DISTRICT),BACARRA (ILOCOS NORTE),Ilocos Norte 1st District Engineering Office,P00820691LZ,"Construction of Flood Control Structure, Barangay Cabaruan, Bacarra, Ilocos Norte",Construction of Flood Mitigation Structure,2024,24AA0093,2.939986335E7,2.939985839E7,2024-08-21,ZEDIK BUILDERS,1,2024-02-29,18.263252,120.585369,Laoag City,18.1978,120.592
Luzon,Region I,Ilocos Norte,ILOCOS NORTE (SECOND LEGISLATIVE DISTRICT),PAOAY (ILOCOS NORTE),Ilocos Norte 2nd District Engineering Office,P00848607LZ,"Rehabilitation of Flood Control along Galpac Creek, Paoay, Ilocos Norte",Rehabilitation / Major Repair of Flood Control Structure,2024,24A00446,9.9E7,9.899999362E7,2024-11-16,"BADOC BUILDERS & SUPPLY, INC. (FORMERLY: BADOC BUILDER & SUPPLY",1,2024-05-03,18.037042,120.514002,Laoag City,18.1978,120.592
Luzon,Region I,Ilocos Norte,ILOCOS NORTE (FIRST LEGISLATIVE DISTRICT),PAGUDPUD (ILOCOS NORTE),Ilocos Norte 1st District Engineering Office,P00844700LZ,"Construction of Seawall, Poblacion 2, Pagudpud, Ilocos Norte",Construction of Flood Mitigation Structure,2024,24AA0191,4.899992064E7,4.899990706E7,2024-08-19,NORTH TECH BUILDERS AND CONSTRUCTION SUPPLY / RED JEWEL BUILDERS,2,2024-02-23,18.570465,120.787935,Laoag City,18.1978,120.592
Luzon,Region I,Ilocos Norte,ILOCOS NORTE (FIRST LEGISLATIVE DISTRICT),PASUQUIN (ILOCOS NORTE),Ilocos Norte 1st District Engineering Office,P00844705LZ,"Construction of Seawall, Barangay Caruan, Pasuquin, Ilocos Norte",Construction of Flood Mitigation Structure,2024,24AA0196,4.899962576E7,4.899961958E7,2024-04-17,HAUSLAND CONSTRUCTION,1,2024-02-12,18.384325,120.598542,Laoag City,18.1978,120.592
Luzon,Region I,Ilocos Norte,ILOCOS NORTE (FIRST LEGISLATIVE DISTRICT),PASUQUIN (ILOCOS NORTE),Ilocos Norte 1st District Engineering Office,P00838492LZ,"Construction of Seawall, Barangay Nalvo, Pasuquin, Ilocos Norte",Construction of Flood Mitigation Structure,2024,24AA0212,4.899994246E7,4.899993339E7,2024-08-30,LINEAR CONSTRUCTION CORP.,1,2024-02-14,18.354854,120.600609,Laoag City,18.1978,120.592
Luzon,Region I,Ilocos Norte,ILOCOS NORTE (FIRST LEGISLATIVE DISTRICT),PASUQUIN (ILOCOS NORTE),Ilocos Norte 1st District Engineering Office,P00844697LZ,"Rehabilitation of River Wall (Sulbec Section), Phase 2, Pasuquin, Ilocos Norte",Rehabilitation / Major Repair of Flood Control Structure,2024,24AA0362,1.959995489E7,1.959995164E7,2024-08-21,"R.A. PAHATI CONST. & SUPPLY, INC.",1,2024-04-01,18.346472,120.633184,Laoag City,18.1978,120.592
Luzon,Region I,Ilocos Norte,ILOCOS NORTE (SECOND LEGISLATIVE DISTRICT),PINILI (ILOCOS NORTE),Ilocos Norte 2nd District Engineering Office,P00845885LZ,"Construction of River Control Structure, Barangays Cabaroan and Liliputen, Pinili, Ilocos Norte",Construction of Flood Mitigation Structure,2024,24AB0064,4950000.0,4950000.0,2024-06-23,JLP CONSTRUCTION & SUPPLY (FORMERLY: JLP CONSTRUCT,1,2024-04-25,17.94007,120.51814,Laoag City,18.1978,120.592
Luzon,Region I,Pangasinan,PANGASINAN (FIRST LEGISLATIVE DISTRICT),CITY OF ALAMINOS (PANGASINAN),Pangasinan 1st District Engineering Office,P00820713LZ,"Construction of Flood Mitigation Facilities along Alaminos River (Barangay Cabatuan - Victoria Section), Sta. 024+385 - Sta. 024+629, Alaminos City, Pangasinan",Construction of Flood Mitigation Structure,2024,24AG0016,4.9E7,4.9E7,2024-07-18,ALCEL CONSTRUCTION,1,2024-02-05,16.115065,120.008678,Lingayen,16.0215,120.231
Luzon,Region I,Pangasinan,PANGASINAN (FIRST LEGISLATIVE DISTRICT),CITY OF ALAMINOS (PANGASINAN),Pangasinan 1st District Engineering Office,P00820716LZ,"Construction of Flood Mitigation Facilities, Alaminos River (Palamis Section), Sta. 016+340 - Sta. 016+584, Barangay Palamis, Alaminos City, Pangasinan",Construction of Flood Mitigation Structure,2024,24AG0019,4.9E7,4.9E7,2024-04-11,CDC CONSTRUCTION & SUPPLIES,1,2024-02-05,16.140739,119.947081,Lingayen,16.0215,120.231
Luzon,Region I,Pangasinan,PANGASINAN (FIRST LEGISLATIVE DISTRICT),CITY OF ALAMINOS (PANGASINAN),Pangasinan 1st District Engineering Office,P00820120LZ,"Construction of Flood Mitigation Structure along Alaminos River (Pogo Section), Sta. 010+525 - Sta. 010+925, Barangay Pogo, Alaminos City, Pangasinan",Construction of Flood Mitigation Structure,2024,24AG0010,9.65E7,9.65E7,2024-07-17,CHIARA2300 INCORPORATED / EJR BUILDERS & CONSTRUCTION SUPPLY,2,2024-02-12,16.169862,119.9734,Lingayen,16.0215,120.231
Luzon,Region I,Pangasinan,PANGASINAN (FIRST LEGISLATIVE DISTRICT),CITY OF ALAMINOS (PANGASINAN),Pangasinan 1st District Engineering Office,P00843215LZ,"Construction of Flood Control Structure, Brgy. Lucap, Alaminos City, Pangasinan (Package II)",Construction of Flood Mitigation Structure,2024,24AG0021,9.65E7,9.649136552E7,2025-03-03,ORIENTAL SALES CENTER AND CONTRACTOR / ALCEL CONSTRUCTION,2,2024-02-12,16.182669,120.008813,Lingayen,16.0215,120.231
Luzon,Region I,Pangasinan,PANGASINAN (FIRST LEGISLATIVE DISTRICT),CITY OF ALAMINOS (PANGASINAN),Pangasinan 1st District Engineering Office,P00820121LZ,"Construction of Flood Mitigation Structure along Alaminos River , Sta. 009+772.9 - Sta. 010+172.9, Barangay Cayucay, Alaminos City, Pangasinan",Construction of Flood Mitigation Structure,2024,24AG0011,9.65E7,9.65E7,2024-12-03,JONIK TRADING & CONSTRUCTION / ALCEL CONSTRUCTION,2,2024-02-23,16.17243,119.968294,Lingayen,16.0215,120.231
Luzon,Region I,Pangasinan,PANGASINAN (FIRST LEGISLATIVE DISTRICT),CITY OF ALAMINOS (PANGASINAN),Pangasinan 1st District Engineering Office,P00823305LZ,"Construction of Slope Protection Structure along Alaminos River, Sta.009+372.9 - Sta. 009+772.9, Cayucay, Alaminos City, Pangasinan",Construction of Slope Protection Structure,2024,24AG0092,9.65E7,9.65E7,2024-12-18,IGWT-JAV CONSTRUCTION & DEVELOPMENT CORPORATION,1,2024-02-23,16.17346,119.971324,Lingayen,16.0215,120.231
Luzon,Region I,Pangasinan,PANGASINAN (FIRST LEGISLATIVE DISTRICT),CITY OF ALAMINOS (PANGASINAN),Pangasinan 1st District Engineering Office,P00824798LZ,"Construction of Flood Control Mitigation Structure along Alaminos River, Sta. 009+347 - Sta. 009+886, Barangay Jose, Alaminos City, Pangasinan",Construction of Flood Mitigation Structure,2024,24AG0115,9.65E7,9.65E7,2025-02-01,ANORE CONSTRUCTION,1,2024-04-08,16.173912,119.970262,Lingayen,16.0215,120.231
Luzon,Region I,Pangasinan,PANGASINAN (FIRST LEGISLATIVE DISTRICT),CITY OF ALAMINOS (PANGASINAN),Pangasinan 1st District Engineering Office,P00824799LZ,"Construction of Flood Control Mitigation Structure along Alaminos River, Sta. 009+886 - Sta. 010+425, Barangay Jose, Alaminos City, Pangasinan",Construction of Flood Mitigation Structure,2024,24AG0116,9.65E7,9.65E7,2025-02-01,ANORE CONSTRUCTION,1,2024-04-08,16.170863,119.968266,Lingayen,16.0215,120.231
Luzon,Region I,Pangasinan,PANGASINAN (FIRST LEGISLATIVE DISTRICT),CITY OF ALAMINOS (PANGASINAN),Pangasinan 1st District Engineering Office,P00824797LZ,"Construction of Bank Slope Protection along Alaminos River, Sta. 008+572.9 - Sta. 008+972.9, Barangay Cayucay, Alaminos City, Pangasinan",Construction of Flood Mitigation Structure,2024,24AG0114,9.65E7,9.65E7,2025-01-26,ANORE CONSTRUCTION,1,2024-04-12,16.177186,119.976198,Lingayen,16.0215,120.231
Luzon,Region I,Pangasinan,PANGASINAN (FIRST LEGISLATIVE DISTRICT),CITY OF ALAMINOS (PANGASINAN),Pangasinan 1st District Engineering Office,P00941152LZ,"Construction of Line Canal, Barangay Quibuar, Alaminos City, Pangasinan",Construction of Flood Mitigation Structure,2025,25AG0077,4950000.0,4850666.92,2025-05-21,GED CONSTRUCTION,1,2025-02-10,16.356031,120.433852,Lingayen,16.0215,120.231
Luzon,Region I,Pangasinan,PANGASINAN (FIRST LEGISLATIVE DISTRICT),CITY OF ALAMINOS (PANGASINAN),Pangasinan 1st District Engineering Office,P00941153LZ,"Rehabilitation of Flood Mitigation Structure, Barangay Telbang, Alaminos City, Pangasinan",Rehabilitation / Major Repair of Flood Control Structure,2025,25AG0078,4950000.0,4850385.71,2025-05-14,GED CONSTRUCTION,1,2025-02-21,16.09684657,119.96915518,Lingayen,16.0215,120.231
