MainIsland,Region,Province,LegislativeDistrict,Municipality,DistrictEngineeringOffice,ProjectId,ProjectName,TypeOfWork,FundingYear,ContractId,ApprovedBudgetForContract,ContractCost,ActualCompletionDate,Contractor,ContractorCount,StartDate,ProjectLatitude,ProjectLongitude,ProvincialCapital,ProvincialCapitalLatitude,ProvincialCapitalLongitude
Mindanao,Region XI,Davao del Norte,DAVAO DEL NORTE (SECOND LEGISLATIVE DISTRICT),PANABO CITY (DAVAO DEL NORTE),Davao del Norte 2nd District Engineering Office,P00833287MN,"Construction of Concrete Revetment at Lasang River, Panabo, Davao del Norte",Construction of Revetment,2024,24L00193,4.77675E7,4.824999691E7,2024-12-15,AARJG BUILDERS CORPORATION / RUPLINO SEISMUNDO CONSTRUCTION CORPORATION (FORMERLY: R.R. SEISMUNDO CONSTRUCTION & SUPPLY),2,2024-05-22,7.275939,125.667116,Tagum City,7.4475,125.8076
Mindanao,Region XI,Davao Oriental,DAVAO ORIENTAL (FIRST LEGISLATIVE DISTRICT),BOSTON (DAVAO ORIENTAL),Davao Oriental 1st District Engineering Office,P00820304MN,"Construction of Flood Mitigation Structure along Boston River, Boston, Davao Oriental",Construction of Flood Mitigation Structure,2024,24LF0027,2.895E7,2.894989148E7,2024-08-22,GMPA CONSTRUCTION SERVICES,1,2024-03-19,7.876694,126.336831,Mati City,6.9559,126.2166
Mindanao,Region XI,Davao Oriental,DAVAO ORIENTAL (FIRST LEGISLATIVE DISTRICT),MANAY (DAVAO ORIENTAL),Davao Oriental 1st District Engineering Office,P00821194MN,"Construction of Flood Mitigation Structure along Mahan-ub River, Manay, Davao Oriental",Construction of Flood Mitigation Structure,2024,24LF0128,5.79E7,5.789842651E7,2024-11-04,"AGONG BUILDERS AND CONSTRUCTION SUPPLY, INC.",1,2024-03-27,7.209698,126.538183,Mati City,6.9559,126.2166
Mindanao,Region XI,Davao Oriental,DAVAO ORIENTAL (FIRST LEGISLATIVE DISTRICT),MANAY (DAVAO ORIENTAL),Davao Oriental 1st District Engineering Office,P00833291MN,"Construction of Flood Mitigation Structure along Casauman River, Manay, Davao Oriental",Construction of Flood Mitigation Structure,2024,24LF0045,9.65E7,9.649897369E7,2024-09-21,O. G. SANTOS CONSTRUCTION,1,2024-04-22,7.355291,126.503149,Mati City,6.9559,126.2166
Mindanao,Region XI,Davao Oriental,DAVAO ORIENTAL (FIRST LEGISLATIVE DISTRICT),MANAY (DAVAO ORIENTAL),Davao Oriental 1st District Engineering Office,P00833292MN,"Construction of Flood Mitigation Structure along Lingayao River (Sitio Sumading), Manay, Davao Oriental",Construction of Revetment,2024,24LF0046,9.65E7,9.649509792E7,2024-10-28,O. G. SANTOS CONSTRUCTION,1,2024-04-22,7.13978,126.469888,Mati City,6.9559,126.2166
Mindanao,Region XI,Davao Oriental,DAVAO ORIENTAL (FIRST LEGISLATIVE DISTRICT),MANAY (DAVAO ORIENTAL),Davao Oriental 1st District Engineering Office,P00833296MN,"Construction of Concrete Revetment along Lingayao River, Brgy. San Ignacio, Manay, Davao Oriental",Construction of Revetment,2024,24LF0038,4.825E7,4.82496097E7,2024-07-22,ECBJ EASTCOAST CONSTRUCTION,1,2024-04-22,7.1227,126.4797,Mati City,6.9559,126.2166
Mindanao,Region XI,Davao Oriental,DAVAO ORIENTAL (FIRST LEGISLATIVE DISTRICT),BAGANGA (DAVAO ORIENTAL),Davao Oriental 1st District Engineering Office,P00820177MN,"Construction of Flood Mitigation Structure Protecting Surigao del Sur Boundary - Davao Oriental Coastal Road (Dapnan Bridge), Baganga, Davao Oriental",Construction of Flood Mitigation Structure,2024,24LF0030,4.9E7,4.899774686E7,2024-10-04,LICSAL CONSTRUCTION CORPORATION,1,2024-02-12,7.641849,126.539871,Mati City,6.9559,126.2166
Mindanao,Region XI,Davao Oriental,DAVAO ORIENTAL (FIRST LEGISLATIVE DISTRICT),BAGANGA (DAVAO ORIENTAL),Davao Oriental 1st District Engineering Office,P00820178MN,"Construction of Flood Mitigation Structure Protecting Surigao del Sur Boundary - Davao Oriental Coastal Road (Lucod Section), Baganga, Davao Oriental",Construction of Flood Mitigation Structure,2024,24LF0031,9800000.0,9799963.68,2024-10-26,DBR CONSTRUCTION CORPORATION (FORMERLY: D.B. RAVELO CONSTRUCTION & SUPPLY),1,2024-04-08,7.565238,126.569467,Mati City,6.9559,126.2166
Mindanao,Region XI,Davao Oriental,DAVAO ORIENTAL (FIRST LEGISLATIVE DISTRICT),CATEEL (DAVAO ORIENTAL),Davao Oriental 1st District Engineering Office,P00820174MN,"Construction of Cateel I IS River Bank Protection Dike along the Left Main Canal Service Road, Cateel, Davao Oriental",Construction of Flood Mitigation Structure,2024,24LF0013,1.47E7,1.469981687E7,2024-10-15,LICSAL CONSTRUCTION CORPORATION,1,2024-02-12,7.743753,126.379105,Mati City,6.9559,126.2166
Mindanao,Region XI,Davao Oriental,DAVAO ORIENTAL (SECOND LEGISLATIVE DISTRICT),CITY OF MATI (CAPITAL) (DAVAO ORIENTAL),Davao Oriental 2nd District Engineering Office,P00820182MN,"Construction of Flood Mitigation Structure, Barangay Mayo, Mati City, Davao Oriental",Construction of Flood Mitigation Structure,2024,24LG0039,4.9E7,4.594999996E7,2024-08-31,ECOMIXED CONSTRUCTION AND DEVELOPMENT CORPORATION,1,2024-03-08,7.00643056,126.3358222,Mati City,6.9559,126.2166
Mindanao,Region XI,Davao Oriental,DAVAO ORIENTAL (FIRST LEGISLATIVE DISTRICT),CARAGA (DAVAO ORIENTAL),Davao Oriental 1st District Engineering Office,P00820076MN,"Construction of Flood Mitigation Structure along Caraga River, Pacahun Section, Caraga, Davao Oriental",Construction of Flood Mitigation Structure,2024,24LF0014,4.825E7,4.824772658E7,2024-11-15,DBR CONSTRUCTION CORPORATION (FORMERLY: D.B. RAVELO CONSTRUCTION & SUPPLY),1,2024-04-08,7.345283,126.506899,Mati City,6.9559,126.2166
Mindanao,Region XI,Davao Oriental,DAVAO ORIENTAL (FIRST LEGISLATIVE DISTRICT),CARAGA (DAVAO ORIENTAL),Davao Oriental 1st District Engineering Office,P00833297MN,"Construction of Flood Mitigation Structure along Caraga River (San Pedro Section), Caraga, Davao Oriental",Construction of Revetment,2024,24LF0039,4.825E7,4.82499654E7,2024-08-16,ECBJ EASTCOAST CONSTRUCTION,1,2024-04-22,7.324222,126.54391,Mati City,6.9559,126.2166
Mindanao,Region XI,Davao Oriental,DAVAO ORIENTAL (FIRST LEGISLATIVE DISTRICT),CARAGA (DAVAO ORIENTAL),Davao Oriental 1st District Engineering Office,P00833299MN,"Construction of Revetment along Caraga River (Don Leon Balante Section), Caraga, Davao Oriental",Construction of Revetment,2024,24LF0075,4.825E7,4.824998881E7,2024-11-29,ECBJ EASTCOAST CONSTRUCTION,1,2024-04-22,7.345274,126.505251,Mati City,6.9559,126.2166
Mindanao,Region XI,Davao Oriental,DAVAO ORIENTAL (FIRST LEGISLATIVE DISTRICT),TARRAGONA (DAVAO ORIENTAL),Davao Oriental 1st District Engineering Office,P00820074MN,"Construction of Flood Mitigation Structure along Baguan River, Tarragona, Davao Oriental",Construction of Flood Mitigation Structure,2024,24LF0024,4.825E7,4.824838936E7,2025-01-13,"P.L. SEBASTIAN CONSTRUCTION, INC. (FORMERLY: P.L. SEBASTIAN CONSTRUCTION)",1,2024-03-19,7.056676,126.408643,Mati City,6.9559,126.2166
Mindanao,Region XI,Davao Oriental,DAVAO ORIENTAL (FIRST LEGISLATIVE DISTRICT),TARRAGONA (DAVAO ORIENTAL),Davao Oriental 1st District Engineering Office,P00833298MN,"Construction of Flood Mitigation Structure Protecting Surigao Del Sur Bdry. - Davao Oriental Coastal Road (Moyapoy Section), Tarragona, Davao Oriental",Construction of Revetment,2024,24LF0074,4.825E7,4.824968437E7,2024-07-15,ECBJ EASTCOAST CONSTRUCTION,1,2024-04-22,7.020912,126.443063,Mati City,6.9559,126.2166
Mindanao,Region XI,Davao de Oro,DAVAO DE ORO (SECOND LEGISLATIVE DISTRICT),NABUNTURAN (CAPITAL) (DAVAO DE ORO),Davao de Oro 1st District Engineering Office,P00835879MN,"Construction of Revetment along New Sibunga Creek, New Sibunga, Nabunturan, Davao de Oro",Construction of Revetment,2024,24LA0130,4.9E7,4.899988555E7,2025-02-28,TAGUM BUILDERS CONTRACTORS CORP. (FORMERLY: TAGUM,1,2024-09-25,7.56183,125.93121,Nabunturan,7.6079,125.9667
Mindanao,Region XI,Davao de Oro,DAVAO DE ORO (FIRST LEGISLATIVE DISTRICT),COMPOSTELA (DAVAO DE ORO),Davao de Oro 2nd District Engineering Office,P00835884MN,"Construction of Flood Mitigation Structure, Purok 2 Creek, Gabi, Compostela, Davao de Oro",Construction of Flood Mitigation Structure,2024,24LI0075,4899449.27,4899242.17,2024-07-22,ROSBILL CONSTRUCTION AND SUPPLY,1,2024-04-26,7.60596667,126.05585833,Nabunturan,7.6079,125.9667
Mindanao,Region XI,Davao del Norte,DAVAO DEL NORTE (FIRST LEGISLATIVE DISTRICT),CITY OF TAGUM (CAPITAL) (DAVAO DEL NORTE),Davao del Norte District Engineering Office,P00836189MN,"Construction of Drainage, Prk. Liwayway 2nd Avenue,Magugpo South,Tagum Davao del Norte",Construction of Drainage Structure,2024,24LC0072,4950000.0,4949999.92,2024-08-26,RUBIKS CONSTRUCTION CORPORATION,1,2024-04-02,7.40052778,125.799861,Tagum City,7.4475,125.8076
Mindanao,Region XI,Davao del Norte,DAVAO DEL NORTE (FIRST LEGISLATIVE DISTRICT),CITY OF TAGUM (CAPITAL) (DAVAO DEL NORTE),Davao del Norte District Engineering Office,P00836190MN,"Construction of Flood Control Structure along Hijo River, Brgy. Madaum, Tagum City, Davao del Norte",Construction of Flood Mitigation Structure,2024,24LC0073,1.485E8,1.4849999844E8,2024-12-04,KANAWAY BUILDERS CORPORATION,1,2024-04-02,7.36585,125.8342694,Tagum City,7.4475,125.8076
Mindanao,Region XI,Davao del Norte,DAVAO DEL NORTE (FIRST LEGISLATIVE DISTRICT),CITY OF TAGUM (CAPITAL) (DAVAO DEL NORTE),Davao del Norte District Engineering Office,P00836188MN,"Construction of Drainage, Herculina L. Edig Es.,Canocotan,Tagum Davao del Norte",Construction of Drainage Structure,2024,24LC0071,4950000.0,4949970.75,2024-09-05,"CARESYSTEM TECHNOLOGY SOLUTION CO., INC.",1,2024-05-14,7.4069638,125.7789972,Tagum City,7.4475,125.8076
Mindanao,Region XI,Davao Occidental,DAVAO OCCIDENTAL (LEGISLATIVE DISTRICT),DON MARCELINO (DAVAO OCCIDENTAL),Davao Occidental District Engineering Office,P00820069MN,"Construction of Concrete Revetment, Lapuan Flood Control, Don Marcelino, Davao Occidental",Construction of Flood Mitigation Structure,2024,24LE0020,1.1656621E8,1.1655594764E8,2024-10-22,SCP CONSTRUCTION,1,2024-02-26,6.16084727,125.6812691,Malita,6.415,125.6117
Mindanao,Region XII,Maguindanao del Sur,MAGUINDANAO DEL SUR (LEGISLATIVE DISTRICT),,Cotabato City District Engineering Office,P00444687MN,"Construction of Slope Protection Dike, Brgy. Maslabeng, Buluan, Maguindanao",Construction of Flood Mitigation Structure,2021,20MA0105,,,2023-02-27,FFJJ CONSTRUCTION,1,2020-09-24,6.6639,124.81298,Buluan,6.7208,124.8022
Mindanao,Region XII,Maguindanao del Sur,MAGUINDANAO DEL SUR (LEGISLATIVE DISTRICT),,Cotabato City District Engineering Office,P00444687MN,"Construction of Slope Protection Dike, Brgy. Maslabeng, Buluan, Maguindanao",Construction of Flood Mitigation Structure,2020,20MA0105,4.899544904E7,4.851293229E7,2023-02-27,FFJJ CONSTRUCTION,1,2020-09-24,6.6639,124.81298,Buluan,6.7208,124.8022
Mindanao,Region XII,Maguindanao del Sur,MAGUINDANAO DEL SUR (LEGISLATIVE DISTRICT),,Cotabato City District Engineering Office,P00444655MN,"Construction of River Protection Dike, Brgy. Calian, Mangudadatu, Maguindanao",Construction of Flood Mitigation Structure,2021,20MA0119,,,2023-02-27,FFJJ CONSTRUCTION,1,2020-10-22,6.69234,124.84118,Buluan,6.7208,124.8022
Mindanao,Region XII,Maguindanao del Sur,MAGUINDANAO DEL SUR (LEGISLATIVE DISTRICT),,Cotabato City District Engineering Office,P00444655MN,"Construction of River Protection Dike, Brgy. Calian, Mangudadatu, Maguindanao",Construction of Flood Mitigation Structure,2020,20MA0119,4.899819427E7,4.860063128E7,2023-02-27,FFJJ CONSTRUCTION,1,2020-10-22,6.69234,124.84118,Buluan,6.7208,124.8022
Mindanao,Region XII,Maguindanao del Sur,MAGUINDANAO DEL SUR (LEGISLATIVE DISTRICT),DATU PIANG (MAGUINDANAO),Cotabato City District Engineering Office,P00820356MN,"Construction of Riverbank Protection (Phase I), Datu Piang, Maguindanao",Construction of Flood Mitigation Structure,2024,24M00052,4.825E7,4.728343687E7,2025-03-03,ED1SON DEVELOPMENT & CONSTRUCTION INC. / H-ROYAL CONSTRUCTION,2,2024-03-18,7.04914,124.46903,Buluan,6.7208,124.8022
Mindanao,Region XII,Maguindanao del Sur,MAGUINDANAO DEL SUR (LEGISLATIVE DISTRICT),DATU PAGLAS (MAGUINDANAO),Cotabato City District Engineering Office,P00820105MN,"Construction of River Bank Protection along Alip River (Phase I), Datu Paglas, Maguindanao",Construction of Flood Mitigation Structure,2024,24M00051,9.65E7,9.600885382E7,2025-02-11,PATE-KHAY CONSTRUCTION,1,2024-05-20,6.73991,124.86715,Buluan,6.7208,124.8022
Mindanao,Region XII,Sultan Kudarat,SULTAN KUDARAT (SECOND LEGISLATIVE DISTRICT),KALAMANSIG (SULTAN KUDARAT),Sultan Kudarat 2nd District Engineering Office,P00833601MN,"Construction of Flood Control Structure, Barangay Poblacion, Kalamansig, Sultan Kudarat",Construction of Flood Mitigation Structure,2024,24MH0030,4950000.0,4941664.1,2024-07-08,CS CONST. AND SUPPLY INC. (FORMERLY: CS CONSTRUCTION AND SUPPLY),1,2024-03-25,6.555,124.048888,Isulan,6.6294,124.6056
Mindanao,Region XII,Sultan Kudarat,SULTAN KUDARAT (FIRST LEGISLATIVE DISTRICT),ISULAN (CAPITAL) (SULTAN KUDARAT),Sultan Kudarat 1st District Engineering Office,P00820206MN,"Construction of Lambayong RIS Protection Dike, Upstream of Dam, Isulan, Sultan Kudarat",Construction of Flood Mitigation Structure,2024,24MF0014,2.910685694E7,2.905036385E7,2024-05-20,ADDED CONSTRUCTION SERVICES,1,2024-02-15,6.67324167,124.6263139,Isulan,6.6294,124.6056
Mindanao,Region XII,Sultan Kudarat,SULTAN KUDARAT (FIRST LEGISLATIVE DISTRICT),ISULAN (CAPITAL) (SULTAN KUDARAT),Sultan Kudarat 1st District Engineering Office,P00820416MN,"Construction of Flood Control Structure, Ala River (Allah Bridge - Mapantig), Isulan, Sultan Kudarat",Construction of Flood Mitigation Structure,2024,24MF0015,4.500524752E7,4.496004566E7,2024-05-20,CS CONST. AND SUPPLY INC. (FORMERLY: CS CONSTRUCTION AND SUPPLY),1,2024-02-15,6.675597,124.56825,Isulan,6.6294,124.6056
Mindanao,Region XII,Sultan Kudarat,SULTAN KUDARAT (FIRST LEGISLATIVE DISTRICT),ISULAN (CAPITAL) (SULTAN KUDARAT),Sultan Kudarat 1st District Engineering Office,P00820417MN,"Construction of Flood Control Structure, Ala River (Bambad - Kalawag), Isulan, Sultan Kudarat",Construction of Flood Mitigation Structure,2024,24MF0016,4.493487016E7,4.488388943E7,2024-06-10,SOPHIA GEU CONSTRUCTION AND SUPPLY CORPORATION (FORMERLY:SOPHIA CONSTRUCTION AND SUPPLY),1,2024-02-15,6.58875,124.589781,Isulan,6.6294,124.6056
Mindanao,Region XII,Sultan Kudarat,SULTAN KUDARAT (FIRST LEGISLATIVE DISTRICT),ISULAN (CAPITAL) (SULTAN KUDARAT),Sultan Kudarat 1st District Engineering Office,P00820418MN,"Construction of Flood Control Structure, Ala River (Bambad - Kolambog), Isulan, Sultan Kudarat",Construction of Flood Mitigation Structure,2024,24MF0017,4.501142473E7,4.494413795E7,2024-06-21,SOPHIA GEU CONSTRUCTION AND SUPPLY CORPORATION (FORMERLY:SOPHIA CONSTRUCTION AND SUPPLY),1,2024-02-15,6.540531,124.60601,Isulan,6.6294,124.6056
Mindanao,Region XII,Sultan Kudarat,SULTAN KUDARAT (FIRST LEGISLATIVE DISTRICT),ISULAN (CAPITAL) (SULTAN KUDARAT),Sultan Kudarat 1st District Engineering Office,P00820419MN,"Construction of Flood Control Structure, Ala River (D'Lotilla - Bual), Isulan, Sultan Kudarat",Construction of Flood Mitigation Structure,2024,24MF0018,4.501013139E7,4.495462965E7,2024-06-10,ROBETH CONST. AND DEV'T. CORP. (FORMERLY: ROBETH GEN. MDSE. CONST. & SUPPLY),1,2024-02-15,6.6463,124.572083,Isulan,6.6294,124.6056
Mindanao,Region XII,Sultan Kudarat,SULTAN KUDARAT (FIRST LEGISLATIVE DISTRICT),ISULAN (CAPITAL) (SULTAN KUDARAT),Sultan Kudarat 1st District Engineering Office,P00820420MN,"Construction of Flood Control Structure, Ala River (Impao - Allah Bridge), Isulan, Sultan Kudarat",Construction of Flood Mitigation Structure,2024,24MF0019,4.500865458E7,4.495315408E7,2024-06-28,ROBETH CONST. AND DEV'T. CORP. (FORMERLY: ROBETH GEN. MDSE. CONST. & SUPPLY),1,2024-02-15,6.655208,124.5724,Isulan,6.6294,124.6056
Mindanao,Region XII,Sultan Kudarat,SULTAN KUDARAT (FIRST LEGISLATIVE DISTRICT),ISULAN (CAPITAL) (SULTAN KUDARAT),Sultan Kudarat 1st District Engineering Office,P00820421MN,"Construction of Flood Control Structure, Ala River (Kalawag - Bambad), Isulan, Sultan Kudarat",Construction of Flood Mitigation Structure,2024,24MF0020,4.493415654E7,4.356492174E7,2024-06-14,LEGACY CONSTRUCTION CORPORATION (FORMERLY: LEGACY CONSTRUCTION),1,2024-02-15,6.619272,124.58616,Isulan,6.6294,124.6056
Mindanao,Region XII,Sultan Kudarat,SULTAN KUDARAT (FIRST LEGISLATIVE DISTRICT),ISULAN (CAPITAL) (SULTAN KUDARAT),Sultan Kudarat 1st District Engineering Office,P00820422MN,"Construction of Flood Control Structure, Ala River (Kalawag - Dansuli), Isulan, Sultan Kudarat",Construction of Flood Mitigation Structure,2024,24MF0021,4.493830106E7,4.489318163E7,2024-08-25,CS CONST. AND SUPPLY INC. (FORMERLY: CS CONSTRUCTION AND SUPPLY),1,2024-02-15,6.62222222,124.585,Isulan,6.6294,124.6056
Mindanao,Region XII,Sultan Kudarat,SULTAN KUDARAT (FIRST LEGISLATIVE DISTRICT),ISULAN (CAPITAL) (SULTAN KUDARAT),Sultan Kudarat 1st District Engineering Office,P00820423MN,"Construction of Flood Control Structure, Ala River (Kolambog - Bambad), Isulan, Sultan Kudarat",Construction of Flood Mitigation Structure,2024,24MF0022,4.527958722E7,4.522903159E7,2024-06-15,ROBETH CONST. AND DEV'T. CORP. (FORMERLY: ROBETH GEN. MDSE. CONST. & SUPPLY),1,2024-02-15,6.539317,124.60601,Isulan,6.6294,124.6056
Mindanao,Region XII,Sultan Kudarat,SULTAN KUDARAT (FIRST LEGISLATIVE DISTRICT),ISULAN (CAPITAL) (SULTAN KUDARAT),Sultan Kudarat 1st District Engineering Office,P00820424MN,"Construction of Flood Control Structure, Banga River (Sampao Section), Isulan, Sultan Kudarat",Construction of Flood Mitigation Structure,2024,24MF0023,4.495928389E7,4.485933155E7,2024-06-13,ROBETH CONST. AND DEV'T. CORP. (FORMERLY: ROBETH GEN. MDSE. CONST. & SUPPLY),1,2024-02-15,6.594017,124.643686,Isulan,6.6294,124.6056
Mindanao,Region XII,Sultan Kudarat,SULTAN KUDARAT (FIRST LEGISLATIVE DISTRICT),ISULAN (CAPITAL) (SULTAN KUDARAT),Sultan Kudarat 1st District Engineering Office,P00820921MN,"Construction of Flood Control Structure along Ala River ( Impao- Dansuli Section), Isulan, Sultan Kudarat.",Construction of Flood Mitigation Structure,2024,24MF0045,4.824845428E7,4.794365407E7,2024-11-22,KANAWAY BUILDERS CORPORATION,1,2024-05-08,6.65157861,124.5729044,Isulan,6.6294,124.6056
Mindanao,Region XII,Sultan Kudarat,SULTAN KUDARAT (FIRST LEGISLATIVE DISTRICT),ISULAN (CAPITAL) (SULTAN KUDARAT),Sultan Kudarat 1st District Engineering Office,P00820922MN,"Construction of Flood Control Structure along Ala River Purok Prinsipe, Kolambog, Sultan Kudarat.",Construction of Flood Mitigation Structure,2024,24MF0048,4.823881224E7,4.811293613E7,2024-12-02,KANAWAY BUILDERS CORPORATION,1,2024-05-15,6.54465053,124.6033558,Isulan,6.6294,124.6056
Mindanao,Region XII,Sultan Kudarat,SULTAN KUDARAT (SECOND LEGISLATIVE DISTRICT),PALIMBANG (SULTAN KUDARAT),Sultan Kudarat 2nd District Engineering Office,P00820207MN,"Construction of Malalag CIS Protection Dike, Palimbang, Sultan Kudarat",Construction of Flood Mitigation Structure,2024,24MH0019,2.205E7,2.1174615E7,2024-08-16,CS CONST. AND SUPPLY INC. (FORMERLY: CS CONSTRUCTION AND SUPPLY),1,2024-03-25,6.233333,124.193611,Isulan,6.6294,124.6056
Mindanao,Region XII,Sultan Kudarat,SULTAN KUDARAT (SECOND LEGISLATIVE DISTRICT),LEBAK (SULTAN KUDARAT),Sultan Kudarat 2nd District Engineering Office,P00833602MN,"Construction of Flood Control Structure, Barangay Tran, Lebak, Sultan Kudarat",Construction of Flood Mitigation Structure,2024,24MH0029,4950000.0,4924487.07,2024-09-02,JV CONSTECH,1,2024-03-25,6.7499,124.041,Isulan,6.6294,124.6056
Mindanao,Region XII,Cotabato,COTABATO (FIRST LEGISLATIVE DISTRICT),PIGCAWAYAN (COTABATO (NORTH COTABATO)),Cotabato 1st District Engineering Office,P00820184MN,"Construction of Flood Control Structure along Balogo River (Anick Section), Barangay Anick, Pigkawayan, North Cotabato",Construction of Flood Mitigation Structure,2024,24MD0035,4.9E7,4.8755E7,2024-11-04,LLABAN CONSTRUCTION & SUPPLY (FORMERLY: LLABAN CON,1,2024-02-07,7.305821,124.455153,Kidapawan City,7.0083,125.0894
Mindanao,Region XII,Cotabato,COTABATO (FIRST LEGISLATIVE DISTRICT),PIGCAWAYAN (COTABATO (NORTH COTABATO)),Cotabato 1st District Engineering Office,P00820185MN,"Construction of Flood Control Structure along Balogo River (Upper Balogo Elementary School Section), Barangay Anick, Pigkawayan, North Cotabato",Construction of Flood Mitigation Structure,2024,24MD0034,1.666E7,1.65767E7,2024-06-24,LLABAN CONSTRUCTION & SUPPLY (FORMERLY: LLABAN CON,1,2024-02-07,7.312034,124.457971,Kidapawan City,7.0083,125.0894
Mindanao,Region XII,Cotabato,COTABATO (FIRST LEGISLATIVE DISTRICT),LIBUNGAN (COTABATO (NORTH COTABATO)),Cotabato 1st District Engineering Office,P00820093MN,"Construction of Flood Control Structure along Libungan River (Barangay Gumaga Section-Phase IV), Barangay Gumaga, Libungan, North Cotabato",Construction of Flood Mitigation Structure,2024,24MD0036,9.65E7,9.60175E7,2024-11-21,LLABAN CONSTRUCTION & SUPPLY (FORMERLY: LLABAN CON,1,2024-02-19,7.231509,124.507045,Kidapawan City,7.0083,125.0894
Mindanao,Region XII,Cotabato,COTABATO (FIRST LEGISLATIVE DISTRICT),LIBUNGAN (COTABATO (NORTH COTABATO)),Cotabato 1st District Engineering Office,P00820110MN,"Libungan River Flood Control Project (Abaga Section - Phase VIII), Abaga, Libungan, Cotabato",Construction of Flood Mitigation Structure,2024,24MD0051,5.79E7,5.79E7,2025-02-12,LLABAN CONSTRUCTION & SUPPLY (FORMERLY: LLABAN CON / GFJ CONSTRUCTION SUPPLY & MERCHANDISE,2,2024-07-15,7.241169,124.535964,Kidapawan City,7.0083,125.0894
Mindanao,Region XII,Cotabato,COTABATO (SECOND LEGISLATIVE DISTRICT),MAKILALA (COTABATO (NORTH COTABATO)),Cotabato 2nd District Engineering Office,P00820188MN,"Construction of Flood Control Dike along Bulatukan River Sta. 63+370 - Sta. 63+710 L/S, Barangay Kisante, Makilala, Cotabato",Construction of Dike,2024,24MC0032,4.9E7,4.875317591E7,2024-12-02,LLABAN CONSTRUCTION & SUPPLY (FORMERLY: LLABAN CON,1,2024-02-20,6.920299,125.1745,Kidapawan City,7.0083,125.0894
Mindanao,Region XII,Cotabato,COTABATO (SECOND LEGISLATIVE DISTRICT),MAKILALA (COTABATO (NORTH COTABATO)),Cotabato 2nd District Engineering Office,P00820190MN,"Construction of Flood Control Dike along Bulatukan River, Sta. 61+930 - Sta. 62+270 R/S, Barangay New Bulatukan, Makilala, Cotabato",Construction of Dike,2024,24MC0034,4.9E7,4.8755E7,2024-12-04,LLABAN CONSTRUCTION & SUPPLY (FORMERLY: LLABAN CON,1,2024-02-20,6.910054,125.166045,Kidapawan City,7.0083,125.0894
Mindanao,Region XII,Cotabato,COTABATO (SECOND LEGISLATIVE DISTRICT),MAKILALA (COTABATO (NORTH COTABATO)),Cotabato 2nd District Engineering Office,P00820191MN,"Construction of Flood Control Dike along Bulatukan River, Sta. 62+270 - Sta. 62+610 R/S, Barangay New Bulatukan, Makilala, Cotabato",Construction of Dike,2024,24MC0035,4.9E7,4.8755E7,2024-12-03,LLABAN CONSTRUCTION & SUPPLY (FORMERLY: LLABAN CON,1,2024-02-20,6.913192,125.167464,Kidapawan City,7.0083,125.0894
Mindanao,Region XII,Cotabato,COTABATO (SECOND LEGISLATIVE DISTRICT),MAKILALA (COTABATO (NORTH COTABATO)),Cotabato 2nd District Engineering Office,P00820414MN,"Construction of Revetment along Malasila River, Sta. 41+533 - Sta. 42 + 333 R/S, Barangay Sta. Filomina, Makilala, Cotabato",Construction of Revetment,2024,24MC0052,4.9E7,4.8755E7,2024-11-21,LLABAN CONSTRUCTION & SUPPLY (FORMERLY: LLABAN CON,1,2024-02-20,6.937931,125.07916,Kidapawan City,7.0083,125.0894
Mindanao,Region XII,Cotabato,COTABATO (SECOND LEGISLATIVE DISTRICT),MAKILALA (COTABATO (NORTH COTABATO)),Cotabato 2nd District Engineering Office,P00820415MN,"Construction of Revetment along Malasila River, Sta. 43+980 - Sta. 44+780 L/S, Barangay Sta. Filomina, Makilala, Cotabato",Construction of Revetment,2024,24MC0053,4.9E7,4.8755E7,2024-11-21,LLABAN CONSTRUCTION & SUPPLY (FORMERLY: LLABAN CON,1,2024-02-20,6.938328,125.081866,Kidapawan City,7.0083,125.0894
Mindanao,Region XII,Cotabato,COTABATO (SECOND LEGISLATIVE DISTRICT),MAKILALA (COTABATO (NORTH COTABATO)),Cotabato 2nd District Engineering Office,P00820413MN,"Construction of Revetment along Malasila River, Sta. 36+540 - Sta. 37+340 R/S, Barangay Luna Norte, Makilala, Cotabato",Construction of Revetment,2024,24MC0051,4.9E7,4.877864242E7,2024-12-05,R.D. INTERIOR JUNIOR CONSTRUCTION / ARBY'S BUILDERS AND CONSTRUCTION SUPPLY CORP.,2,2024-03-21,6.920799,125.042035,Kidapawan City,7.0083,125.0894
Mindanao,Region XII,Cotabato,COTABATO (SECOND LEGISLATIVE DISTRICT),MAKILALA (COTABATO (NORTH COTABATO)),Cotabato 2nd District Engineering Office,P00820192MN,"Construction of Flood Control Dike along Bulatukan River, Sta. 62+800 - Sta. 63+140 R/S, Barangay New Bulatukan, Makilala, Cotabato",Construction of Dike,2024,24MC0036,4.9E7,4.826264403E7,2025-01-24,"AGONG BUILDERS AND CONSTRUCTION SUPPLY, INC. / JARGON CONSTRUCTION & SUPPLY",2,2024-04-17,6.9168,125.17056,Kidapawan City,7.0083,125.0894
